date,Automotive products,Basic metals,Business supplies,Chemical,Chemical materials,Chemical products,Clothing,Commercial energy products,Construction supplies,Consumer energy products,Consumer goods,Consumer parts,Durable consumer goods,Durable goods materials,Durable manufacturing,ENS,Electric and gas utilities,Energy materials,Equipment parts,"Equipment, total","Food, beverage, and tobacco",Foods and tobacco,Industrial equipment,Information processing and related equipment,Manufacturing,Materials,Mining,Motor vehicles and parts,Nondurable consumer goods,Nondurable goods materials,Nondurable manufacturing,Nonindustrial supplies,Oil and gas well drilling and manufactured homes,Paper materials,Paper products,Textile materials,Total index,Transit equipment,Non-energy materials
2006-12-01,-0.0011410284307462404,-0.07094694948377228,0.08455214345348279,0.7077585229123449,0.3999222069832567,0.3268024737642248,-0.06049735494291131,0.011885195773838179,-0.05449108780479836,-0.032871153074441065,0.0012612809381007787,0.005728605183489313,-0.04171557977823775,0.3097583795477743,1.5786940091718147,1.206467412335343,-0.40703158832675446,0.3093478517560004,0.4926150798847554,1.173155156425335,-0.12114696054762497,-0.10634144571478803,0.2962973740172074,0.4662912838178473,1.95001667149086,1.0344153970367105,0.6847579684519709,0.0655634102946895,0.04421349614852066,0.42550474943414446,0.4879750929334597,0.033312255910007936,0.05323158058979574,0.0694102992655638,-0.031488907146253645,-0.06530271311774198,2.171243467298778,0.2311202172585733,0.72506754528071
2007-01-01,-0.1920574131533981,-0.02104056645418766,0.06108867188560561,0.548384383645345,0.3242939303565785,0.24769435373043874,-0.058588175574602094,0.086256813449003,-0.192983949079839,0.3220913996469317,0.0579318103518247,-0.08201218533147137,-0.2851458547662076,0.17566050403350678,0.8828651645129597,0.7815218645693205,0.5764164179411656,0.4933056117462239,0.5139942824811512,0.9135219589608894,-0.04927123152440562,-0.033518820765425374,0.22585304967836936,0.4981968443751993,1.069147254641034,0.8757987791567371,0.06569918467188071,-0.3544176033815257,0.35889067422810106,0.22289368037939702,0.3203381477299222,-0.13200009439156887,0.06884284498048958,0.01501569621959521,-0.05726802134180953,-0.0781982033145748,1.6646656462990128,0.009792319867498142,0.3824931674105132
2007-02-01,0.04229619948499202,-0.03809192249379974,0.159699361395689,0.6462514319991827,0.37248635196964647,0.24636765060999474,-0.06589866228756819,0.13733038843396958,-0.13588961833942734,0.5518668030795962,0.5079694398360907,-0.04213982083223575,-0.10529801157007648,0.2798466994077721,1.2356927760671739,0.967311459844736,0.8566882764324599,0.5425359796361882,0.5477242760380584,0.9442312486240791,0.007346805008057576,0.01920291663363209,0.24311908562714749,0.5264173544981933,1.5173137570556319,1.1423385321007944,0.25437221331702453,-0.035268086647912276,0.6217361736638674,0.3311374035003382,0.4255514121649584,0.02308021122065679,0.06704094223219294,0.06632346810422285,-0.03695257137364223,-0.07308234992154093,2.579057891131331,0.021661962539941754,0.5998025524646062
2007-03-01,0.00946049199663769,-0.01908297836836157,0.14990015707089815,0.721697516780798,0.5620274079273719,0.16645576866764272,-0.07454486685803634,0.03584852683578448,-0.06608116261836187,0.2939448911566592,0.12131413451135986,-0.023827298253727626,-0.1351304049249657,0.4390385363490883,1.6943287423981594,1.151453490497906,0.10197683856294533,0.3313699875981813,0.6171504108468974,1.0656209330304154,0.010482860529152007,0.004651018901064029,0.26124113869862997,0.5980380152729755,2.1953944179348097,1.310951869671649,0.2419125573375118,-0.11069595341905661,0.25936713251585386,0.5546309554602378,0.7007416229419211,0.08583255746749044,0.05768766305212842,0.06355366406706286,-0.06511959756119219,-0.06461320682259941,2.531108195176257,-0.009326477408789906,0.9795818820734676
2007-04-01,0.13783613064136266,-0.0019682249375902712,0.2488327868852463,0.6888972459591095,0.579614524950662,0.09970343722018313,-0.08410630419766987,0.09034721686695805,-0.05959172390962469,0.320175617691072,0.1924992206461374,-0.004410152775032382,-0.006618172959805431,0.5891411278211733,1.9568069480542931,1.2027930686394679,0.3323581878993451,0.3547160786242235,0.6963069585457232,1.0140108283221803,0.03478803232822567,0.00935240152982611,0.20768144472479183,0.6149275527643369,2.4072099415484356,1.5499604899661172,0.17499557862174323,0.021256129781167542,0.19734199667756386,0.6195407687719052,0.6600971605473159,0.18878224031728771,0.031743768509713284,0.055483497305158655,-0.07689919371987516,-0.05190866217284524,2.9071969121664543,-0.024329240037071268,1.1952444113418936
2007-05-01,0.1331426337360398,-0.02449112287603217,0.20609763312539678,0.6701597328662148,0.5690008209874244,0.05786900495285379,-0.08071073158280322,0.05926407213180858,-0.030156003100956036,0.23411379770445165,0.14523607263163746,0.06262119219937794,0.0044740497489907825,0.702728470878764,2.1127319140860474,1.2428816836331298,0.22919202436697658,0.34037199221978687,0.7471327432758169,1.0666207219322017,0.10484341663473923,0.06524725915225324,0.2713664307267136,0.5001224150504793,2.5895521649484445,1.6394103153127366,0.17133015739210442,0.06045489236944044,0.1392371933241592,0.6062840395427636,0.684314668933768,0.1762609617009281,0.01694200960265336,0.04366971365733378,-0.07006930417946472,-0.042877992581011076,2.9802534546584436,0.001358970930027439,1.2990383230929496
2007-06-01,0.1850024513750589,-0.03710436697567148,0.12986111693475524,0.6173797338193239,0.5842712736824456,-0.00870667033233899,-0.08529495068193088,0.033880025789921005,0.024579915113057543,0.05606465552149068,0.0647991177261719,0.04657299808611031,0.0669631091837501,0.7909330151119012,2.2452987736820496,1.2057548547265573,0.00783859227488646,0.08075102411795743,0.848197342115597,1.0500732788856901,0.21305309342245402,0.16521937158254255,0.2719659139302927,0.3081155702954808,2.6806212012816117,1.4892591546179619,0.04603872374706827,0.12160375388293347,-0.0034034890444717223,0.6354123764815255,0.6510446012480156,0.15568157584086725,0.025458792749018962,0.03266516600435842,-0.07319268801137523,-0.03268683874312587,2.713731726735813,0.0757574250002206,1.4085081305000045
2007-07-01,0.40292457049977376,0.024935012092005347,0.04430443962204374,0.626861042485185,0.5275368837346505,0.02635210089440779,-0.09133464742586586,-0.009996548617353532,-0.01230759212569493,0.03501472813496689,0.22853051026775115,0.10915797513329244,0.24449552238805894,0.8940500630239017,2.44379478249946,0.9877543196305449,-0.22584220605337682,-0.06653867732871509,0.8366294854220214,0.9544351568308364,0.22857412934706225,0.1410711125924119,0.2447864552971817,0.21322235214292115,2.920602678999794,1.4716620444724149,-0.011173756080408964,0.38465324989945826,-0.007524661203206321,0.6557870022539432,0.7110789701041575,0.03331916279970859,0.024744966136314724,0.05013256551866054,-0.06071624668637083,-0.0398354576768594,2.6432398542538094,0.08659656068983679,1.53820072180113
2007-08-01,0.14793543934563946,0.018445814899860767,0.0667718431827234,0.47866708813746794,0.41949742348262203,-0.018198602376457186,-0.0936913680687785,0.042866737301094186,0.0008743847131187274,0.13827983579296949,-0.08207318238024283,0.04945365980940186,0.027977632586680932,0.7770707370632456,2.003547087268875,0.9349234622141075,0.2834861634299893,0.32063293531872483,0.7727380030421366,0.8672961808898143,0.05642976699392302,-0.0022924496813380947,0.14064142002220495,0.20923355613795125,2.074952047786441,1.595986351805869,0.024668676805525928,0.07513495901263426,-0.10957827598439242,0.4762514726210454,0.3310457011093337,0.06762728132429323,-0.001103276755781206,0.036886147471513364,-0.07392799659890986,-0.04419944152307328,2.3917510021752353,0.08709072236810216,1.2753534164871443
2007-09-01,0.13258861348037057,-0.012991898994009854,0.10078470485922261,0.4958589998848171,0.4877277507585016,-0.07433088494950153,-0.09062925328227571,0.037490595522212365,0.011994864104335881,0.21895874769797363,-0.010496908626334586,0.02010521434371948,0.03945450513157764,0.7484756369223979,2.1676160905478903,1.14102030701252,0.5954991260145585,0.4261739474935969,0.7220443273353501,1.0289159973613438,0.10120485149701215,0.05037723403097282,0.19435972425168743,0.19794291425249627,2.1879877341251612,1.7373864359105873,-0.009902920428118571,-0.04142400636040899,-0.048634049161416275,0.5400718224835759,0.3125694046424999,0.11210430965117629,-0.010129832850515644,0.008276332642443495,-0.10548730601601108,-0.028982596380200214,2.789717504226319,0.1165065878605747,1.3112124884169905
2007-10-01,0.17232273927995936,0.07427266305627485,0.07054930087334313,0.46416971736204504,0.4372963013486842,-0.0368625339981866,-0.09263492546278032,0.014957631797873837,0.03727504302926036,0.09700652853150894,-0.2178807929245604,0.05706791548755766,0.11046779011649366,1.0173594150044252,2.5953308374056276,1.04953299748076,0.2732406802450882,0.35128668060482,0.879671465280242,0.9434640097011876,-0.10519611256461533,-0.14584179823774499,0.1606513852864359,0.17656402385637235,2.4218929863647705,1.8872061393824433,-0.11873730693598329,-0.014815586409546697,-0.3214638610311991,0.47148143737355186,0.1711430212521549,0.10606898777957224,-0.03027448616495827,0.008344840731026487,-0.1079360524589368,-0.021336911229529493,2.618432246956792,0.1354596053296287,1.5359194587776233
2007-11-01,0.13835516383949037,0.19918663611433218,0.14332860164683178,0.5437927157587611,0.4967762553005615,-0.05411496276909809,-0.0822738719854941,0.060550574341597455,0.03677919879759884,0.0767011685982816,-0.2532627991689391,0.043701319174859164,0.10683153760580477,1.3032028712723112,2.800365475576264,1.1825224478460485,0.23797462352224197,0.5267503956007522,0.9859190104155644,1.0047038375279314,-0.15611629228497695,-0.1780293256323126,0.1593954254255155,0.2090199142654071,2.692724675746407,2.423637942203492,0.2489849932626592,-0.06491967189717388,-0.35320422666088364,0.5434495931367137,0.27203286995353876,0.1778186103181171,-0.0008077544164964183,0.01924601501222926,-0.09331934319519387,-0.01921831832424884,3.209170383622073,0.18218434221431576,1.8968875466027397
2007-12-01,0.039592456637903575,0.21956483884853836,0.03244081375347911,0.21562669967502376,0.3338136442567891,-0.15382291895575684,-0.0709672080511283,0.02514290547633426,-0.08708483880626787,0.09540710756940708,-0.4444996025778725,-0.07387497473045813,-0.02988687380623631,1.0714053220424549,2.2582935880795376,0.8442688064107802,0.35709091940762994,0.5250733152716781,0.9729420281894614,0.9025528954462296,-0.1681386435352049,-0.20039895396867916,0.14181368917519846,0.20051638449908332,1.6637627931277985,1.9604293615447514,0.14224245328274435,-0.21390416909025192,-0.41170475220517966,0.33681427416892623,-0.2254925760897536,-0.05828408903544942,-0.003490601255918414,9.44760820045248e-05,-0.0909912972165779,-0.026601572444777313,2.2021682272845178,0.20471124296340767,1.4353560462730734
2008-01-01,0.031033313520506624,0.14111688635110395,0.01933295561935849,0.17033645925194849,0.18839275888238557,-0.06379746163511357,-0.07701066883191862,0.03780600850878114,-0.010896453013839688,0.1217487084415575,-0.35160779428838895,-0.05774270291200842,-0.024396384468614352,1.025224992679639,2.5509554604467306,1.081335277380932,0.27351467873901564,0.5567201420081317,0.9768064805471001,1.0752540578902279,-0.20498967172283888,-0.2330593046580776,0.21054513652566628,0.21053729929457654,1.7367296931228875,1.845303348499759,0.43626463690336065,-0.13627349578086684,-0.32527782096688607,0.23754313210533864,-0.4219186351123346,0.006081219490704005,-0.024690979845387564,0.0040658503174073705,-0.0761045136963515,-0.029963899682565253,2.4143934066946926,0.2559281206903756,1.2885832064916274
2008-02-01,-0.06387707875148776,0.1686752678048005,-0.06964552183501607,-0.06158146241402939,0.019216149455111988,-0.08342133378627951,-0.07146215356884528,0.028313198203945726,-0.1203646823622698,-0.03170369306851747,-0.6610747942789953,-0.10449715415003058,-0.11986038260536022,0.841986363354692,2.0334555555555553,0.7508127046455769,-0.15968865880364286,0.2634105971185039,0.8742769856492789,0.9441763724626145,-0.25905006435019495,-0.2693587486033526,0.14064787931632744,0.20672553056077234,0.9509665439410934,1.139068691949829,0.3112128838046418,-0.27647837669699354,-0.5398726791752091,-0.011841893609783088,-0.7213157399669237,-0.19336366781703762,-0.032467152292152246,-0.04494979065013849,-0.08105737572311003,-0.030015628065570232,1.0607789630364461,0.2257814966393519,0.8756580948313251
2008-03-01,-0.21239084107183714,0.1389068848748489,-0.14333602821341682,-0.2857693919333388,-0.1420072426541804,-0.14848639080133422,-0.06575051855862599,0.010617722485306381,-0.23193022836989374,0.006217103504357544,-0.7789423854792251,-0.20233656215145412,-0.2779305814275481,0.5771697533231297,1.3985946653409815,0.49150262972659625,0.21345606875616538,0.6533381722433969,0.841539592893203,0.8745332170292894,-0.2054312344859961,-0.2179520885280565,0.09832246849537599,0.15009222738579817,0.03647593189311509,1.0336106132036815,0.41424804962318307,-0.5369785084758794,-0.4954694386344298,-0.15963961769611582,-1.0067655157737934,-0.3830305873026932,-0.02342259771776736,-0.028679205288138946,-0.0868417660526528,-0.0339802158660179,0.5735228567183448,0.22701049491343614,0.3802724409602847
2008-04-01,-0.38101497558818104,0.15353206237345193,-0.31138448819523545,-0.42174763009085703,-0.22912732048594442,-0.15955004890772712,-0.06691205358222306,-0.001625224544623688,-0.290469049572249,0.036123240991214854,-1.0404391314828554,-0.275316601623598,-0.4903563671149625,0.3232634085532805,0.43951240242229755,-0.0543128369732081,0.06546222076801873,0.5978519218597429,0.7317176262393571,0.5536394824355755,-0.25962644725164974,-0.25597156323800946,-0.03821211920298708,0.09546748915128768,-1.1199054606209622,0.5177076046798035,0.4677119852264955,-0.7718807370462307,-0.527271659542836,-0.3322432160804022,-1.2102059528342826,-0.6079523194087836,0.0008323578731705689,-0.04938667119632776,-0.09538018424376875,-0.04470368098159505,-0.741885017661581,0.15731426912487606,-0.08014431717993942
2008-05-01,-0.3811922687143445,0.08833594679856321,-0.3469138356966655,-0.506702726528407,-0.31401098840373415,-0.13357517408848973,-0.06961252163550205,0.003059314219100756,-0.3247650985948556,-0.038563278813960884,-1.0681230681003575,-0.2998979052405429,-0.5051822213839801,0.0738303729777161,0.1312992905393826,-0.15402179600045018,-0.06506319716581616,0.31164201689872056,0.6072879956418685,0.5255682856584973,-0.23504402182000578,-0.22268298455918348,-0.08784439564981517,0.11420343573970447,-1.535443874112244,-0.08130794258383266,0.30456766304645255,-0.769437387481219,-0.5380300629343937,-0.40210673025408605,-1.2885753598127097,-0.6795900816589475,0.014444908424908321,-0.02437729057975253,-0.08510780843278445,-0.04529145000732937,-1.439089363124313,0.20736117128544368,-0.39294995948255323
2008-06-01,-0.39211959799526896,0.1520018518191918,-0.3694952850407208,-0.644034146399467,-0.3935576873061923,-0.13785136579190177,-0.06325941475932632,0.011792985716879223,-0.3929873732365613,0.04516375322480117,-1.1515299864921682,-0.27638835941209233,-0.5402733638856612,-0.01719512568346588,-0.22690850584358485,-0.3607016601179091,0.24931122435298497,0.7030571786259258,0.486573940027921,0.4158223731083946,-0.40626180646887045,-0.36457875930521116,-0.09860068984405734,0.18978591919115365,-2.2603562774006116,-0.06309332953945197,0.5528487290149128,-0.747811910214002,-0.5815894048455849,-0.5708211443417104,-1.6628916198348567,-0.7765240332263037,0.016171023009809795,-0.06228964968019377,-0.07421519530906663,-0.057375761734653634,-1.7241548693866626,0.10411981706016366,-0.7661505081653778
2008-07-01,-0.3992708276704309,0.12713374754970588,-0.358296561008554,-0.7776249958582172,-0.4573176976546486,-0.1675413662590087,-0.05780139395696214,0.054388251738301585,-0.38225317902629247,0.0059131753216349284,-1.210991524283603,-0.2740801306009502,-0.5786065465242848,-0.25402932412677864,-0.7383972370311106,-0.5319677342729664,0.22309863367256963,1.0852297228974623,0.2652282463793498,0.22271328149962785,-0.3973133287777299,-0.3314229240532724,-0.1644143328092512,0.18264927238447892,-2.9112033412887874,-0.10652537564657696,1.0601282055982273,-0.733985793785194,-0.600492270991516,-0.7036414234180867,-1.8606944115074369,-0.7546810157725943,0.04032842012126883,-0.08694623872617187,-0.07586739294948584,-0.05532756825123449,-1.9583542349041472,0.0021501852100063324,-1.1917550985440393
2008-08-01,-0.5231168292834302,0.1540820141476608,-0.4358370951189203,-0.9266391770127328,-0.5477305263157891,-0.20887032842582068,-0.05011644518272423,-0.06544036249053482,-0.44961409979220485,-0.18227913904755577,-1.5950143211496466,-0.4262386877975271,-0.7708721609686742,-0.4892107708283807,-1.395499743672957,-0.8819830078094592,-0.5371155867155794,0.1821476218953054,0.2583534941708701,0.01967180838739523,-0.31301276820473367,-0.2816039205763738,-0.11015489091097125,0.13018577336307882,-3.622314031490364,-1.154089746511882,0.7182636055643935,-0.9879776351814021,-0.7700644764995382,-0.7384614215207579,-1.9528296847596742,-0.9016548161968544,0.07839861018581425,-0.07440806009899256,-0.06840762493296887,-0.04485939079661354,-3.6832804845724265,-0.19117847104696323,-1.3362373684071873
2008-09-01,-0.48093643032882066,0.05622637725987968,-0.6510245819983314,-1.599417502541912,-1.0796146121283634,-0.20401498624326495,-0.0614260324562338,-0.050766980547639666,-0.5767581070858202,-0.3438251550994998,-1.8292063183475102,-0.40816484093803035,-0.7978860357265548,-0.8505916109462685,-2.876713508637045,-2.1713797994456603,-0.39630702262161854,-1.6378009624508438,0.09750691295593704,-0.9245511547647364,-0.3215757957036293,-0.29974543852636854,-0.2177370048764874,0.05084561492360955,-6.284695362718511,-4.1163087776385225,-1.2999428916606561,-0.9059574304925695,-0.9889002490549258,-1.4733903163017026,-3.1373156288264616,-1.246828644680924,0.13439527785583325,-0.0998968855743169,-0.07129500673191441,-0.06300873279672888,-8.129671169273866,-0.5174919322668718,-2.4785078151876787
2008-10-01,-0.5313808459433103,-0.12827188785508714,-0.7116503434634056,-1.194523604282315,-0.7318250457481394,-0.26957734548878576,-0.05906356163622731,-0.01914643230314602,-0.6063738889170853,0.0036851808476812257,-1.5664024481048981,-0.47443741123522515,-0.8964514759269345,-1.3690795987406885,-3.8305998277955853,-2.4427424038811365,-0.21229146682681446,-0.34635992234163954,-0.1568510515573152,-1.1055220120421,-0.15259163041826113,-0.15753062222280786,-0.24928603308178499,0.0012141158426420687,-6.5682285049726135,-2.9519477425470075,0.06475396446488309,-0.9713557586655387,-0.5845628799870473,-1.0959082565584357,-2.418817939766246,-1.3372203918390366,0.16932334303534305,-0.09963565117430397,-0.10106711744694619,-0.06905906562620973,-6.954774955305398,-0.5408176368436256,-2.605587820205368
2008-11-01,-0.6223039597098573,-0.33541503734782996,-0.9852171738799351,-1.5038798929542725,-0.9702823322303109,-0.2233107880417193,-0.06927004237110372,-0.026122851465020715,-0.7771701698981801,0.04144516921471999,-1.8326282512351066,-0.5750125548033886,-1.092303287389778,-2.2021068847460112,-5.090901725426034,-2.9578332855232357,-0.08900719219189634,0.0712864705231473,-0.5215078093533229,-1.1677564996362055,-0.1854151433431685,-0.1850135516703603,-0.2981433394893891,-0.08576395135066349,-8.52026921005055,-3.8897780100008585,0.2580190005989868,-1.1112556435578371,-0.5969313249430193,-1.4662597849678272,-3.039475342673706,-1.7900767858870301,0.11739575795636407,-0.18124204051012746,-0.1461747084783931,-0.08450757456263674,-8.670184180956564,-0.5299661897327149,-3.961064480524006
2008-12-01,-0.7424263627550566,-0.46559797715260026,-1.304296040959615,-1.9273360794645398,-1.1662210338504235,-0.37548976957335584,-0.07993485147322998,0.010736741275741729,-0.9692296335796449,0.1836929237111198,-2.332174946724222,-0.6549441090948807,-1.3017018610926367,-2.8975861207055655,-6.279556404750447,-3.6104656090535947,0.06976385452924953,-0.1214287892450177,-0.8116867221068383,-1.2955587581130055,-0.3978930317748597,-0.33749948959264864,-0.44456332023824624,-0.1554776507627152,-10.806824707914222,-5.315429156041187,-0.19001316993836598,-1.27877154343404,-0.8271651923407407,-1.9047999092125387,-4.064909070108324,-2.3149068509405892,0.04995594835083967,-0.27279377119937953,-0.173695336747362,-0.09907046010410353,-11.275932799374866,-0.4408030843299942,-5.194000366796169
2009-01-01,-0.8671810525102311,-0.5166761706770365,-1.479202116469617,-1.920525124707157,-1.131129381184376,-0.4033436827543802,-0.08504338672422279,-0.007589913892729188,-1.108048146507926,0.0601474642381865,-2.9142955377104527,-0.827945286578551,-1.5658222309637269,-3.492242346573802,-7.922807130214671,-4.533510723053742,-0.0758643700143694,-0.13506634961851674,-0.9683548158479953,-1.8855243307835836,-0.3255249388367462,-0.27624043643339447,-0.5606890944491999,-0.2415045057390861,-12.72171739081468,-5.9151684518905014,-0.19874119022032236,-1.468121270591435,-0.9632774441573401,-1.8436108418972328,-4.074238276150629,-2.647986392270158,-0.017850595753899443,-0.26259977837396486,-0.20024108776139432,-0.09067164239278339,-13.374737150960936,-0.5663642104785571,-5.780102102271985
2009-02-01,-0.8660423861573174,-0.5444411793797783,-1.590247526579252,-1.797710009060169,-1.0192915991867961,-0.45873984583606237,-0.08687289986314532,-0.1042883457665034,-1.0912618762053843,-0.061384315786220146,-2.8946021854571073,-0.8179644168601616,-1.5324461683386343,-3.5493731020471695,-7.977295965372402,-4.753239690356845,-0.5172784078206835,-0.41296130359322203,-0.9922300677012564,-2.0243418290518442,-0.12214879559331257,-0.15173935145453657,-0.606712112159062,-0.2838072752646846,-12.536593962383435,-5.89159220729769,-0.3955630848226241,-1.502774770052802,-1.0412574120784084,-1.6295636287040858,-3.693011683253887,-2.728897861305001,-0.10869275617298574,-0.22259823032873802,-0.2100483314672534,-0.10444981641837704,-13.56290012175483,-0.5403968306924374,-5.4786309037044685
2009-03-01,-0.8033112319256889,-0.5747018304122229,-1.6856392735216332,-1.7726127692647513,-1.0643615213409603,-0.3884925093139514,-0.08792369239232405,-0.029893855829904097,-1.148802141367953,0.03701978021053411,-2.7823024021978853,-0.8212250277719059,-1.4884032797678066,-3.822604592572323,-8.593527044117065,-5.283819169973004,-0.3122258756783903,-0.6138347574735965,-1.1290013985518381,-2.394254441456314,-0.18806893820937992,-0.2234374581081827,-0.7357376566543203,-0.3165946162988661,-13.51570531058627,-6.484749623892246,-0.7421986248648589,-1.4236091630137147,-1.0134869392767796,-1.7687658152763952,-3.902284941054695,-2.88956472851669,-0.1856259435280962,-0.2899254052777216,-0.26044094141704327,-0.10619324926574805,-14.656371264798008,-0.5487187520658761,-5.87091486641865
2009-04-01,-0.743716265798535,-0.5878647069133887,-1.6729617045009968,-1.6439215827575941,-0.9045232449152996,-0.4687075980715406,-0.08971116996463771,-0.04296745271871846,-1.1500562196100816,0.04970508115449862,-2.7678172258467377,-0.8130639144276218,-1.425295252711759,-3.927230603112662,-8.609031698569975,-5.36016754751636,-0.3681615031360473,-0.8100607378479581,-1.2035123136305153,-2.4792122023166447,-0.2318441356821311,-0.24701290666776013,-0.7115860370252494,-0.3396719929240407,-13.515446993618083,-6.541787102392033,-0.9430141266158021,-1.3488420660778149,-1.116516717170339,-1.6050603545918596,-3.8442306261919046,-2.880955345199715,-0.21575524524022138,-0.29923928945476935,-0.2679129931910553,-0.09813649400058533,-14.814381585860293,-0.5705158221709551,-5.731726364544075
2009-05-01,-0.8049695494885207,-0.5720712624920401,-1.6640109736542763,-1.6217020945945948,-0.8448001576598821,-0.552235942135409,-0.08940935688387244,-0.0809914807271103,-1.1510555152284951,0.019241619729833823,-2.9910312453155474,-0.8413841008192198,-1.5319099739010813,-4.0125361315875185,-9.023889790551145,-5.605527190617302,-0.388067096047676,-0.7545101847244094,-1.2370044206332749,-2.732861775966268,-0.09662823510481469,-0.18084055758250767,-0.7780495884693261,-0.32931231977396447,-13.936472921503912,-6.419891855961313,-0.8987580410151833,-1.4521249798275495,-1.175632679290784,-1.4855803137833665,-3.761175850679988,-2.8726654146510344,-0.22992530347536008,-0.28628946078139483,-0.27358068310499883,-0.10453722807939067,-15.160022739286095,-0.6565605995986382,-5.665381671236903
2009-06-01,-0.8639677219056017,-0.5789230491932706,-1.5770628475718076,-1.4634650362334134,-0.7822633060759373,-0.48215045492690267,-0.09887744516089383,-0.08356764685964038,-1.1298138769006651,-0.07535280192199931,-3.0818292911463705,-0.8892654354163185,-1.6097139822724211,-4.109303055342802,-9.19108733856496,-5.559405156211467,-0.6304809231011004,-0.8683370627214342,-1.2515376580385127,-2.79222363205952,-0.006059022652692334,-0.1029289355978387,-0.7923463145398488,-0.34554782831799646,-13.807831169426464,-6.480934735747169,-0.9707496956869417,-1.5504116894422726,-1.1464150772959296,-1.3178867747039988,-3.356392854161986,-2.767181524151946,-0.23939814277026,-0.21977167501245304,-0.27439864119007584,-0.09081145327681577,-15.282903812703685,-0.6572288446886804,-5.612597673025736
2009-07-01,-0.5850298525814343,-0.5525190220640092,-1.4972309178185625,-1.3170714536110548,-0.6480824442756291,-0.5257027768366155,-0.09297035309621988,-0.110469412519749,-1.1038216568063517,-0.047924054554031835,-2.628297405268719,-0.7503433659142327,-1.2501520285041106,-3.661440239985002,-8.001311315899947,-5.203698796132231,-0.6151420750565052,-1.085567366941365,-1.0949502633997046,-2.5395474131780964,-0.14971387339060369,-0.22929127420863765,-0.7795287559139786,-0.29958298075948125,-12.266873222260791,-5.992028894670704,-1.134217841193078,-1.2196291196196616,-1.2647114192226037,-1.147238953948111,-3.239067152555762,-2.6641513829541354,-0.24149952883874654,-0.20802826907453179,-0.2679868176803612,-0.09703863451044346,-14.018720654921957,-0.5479842224924206,-4.9064615277293395
2009-08-01,-0.291117068249108,-0.492346361108086,-1.360296148844541,-1.000301564977774,-0.45881613614454364,-0.41425423733852623,-0.09106279004403361,-0.04759113939172919,-0.9984760677379114,0.050509359364025085,-1.8585910999135395,-0.6085176749199066,-0.9592777068887838,-3.3244776681801578,-7.124117754480404,-4.696222731970481,-0.11717470823914507,-0.6180476781543087,-1.0669109109986392,-2.2852032449443844,0.043732689762899735,-0.027176965156193025,-0.7329977465796939,-0.2752269565821915,-10.651609652242692,-4.925128767063017,-0.8658816571428561,-0.7745648026464856,-0.8275664181391053,-0.9115913961048241,-2.5751195689614277,-2.411019487026097,-0.2452874656321978,-0.19338764207916875,-0.24159739082432144,-0.09116450105796405,-11.689299172061052,-0.3802655489751763,-4.307081088908708
2009-09-01,-0.11115153801975979,-0.4212467007935818,-1.1431214865753576,-0.22247214352724945,0.4071137793778248,-0.46421019526009855,-0.08360910060548601,-0.04051388482012833,-0.9015266936855987,0.29849335774604285,-1.3772781132038914,-0.483580953731621,-0.6961496520231986,-2.8215073066894183,-5.3934768523065655,-3.5896163282572626,-0.20548612303580263,1.1249117568119626,-0.8935609072868849,-1.4934888877924124,-0.0389151114261211,-0.0957189725355974,-0.7196746910158163,-0.22677174017351998,-7.533256541692581,-1.8495593883216201,0.5618274835258248,-0.3951699498551133,-0.6551518384140653,-0.013912694363623863,-1.285360579171094,-2.0961274404648504,-0.25074844301539617,-0.15880944822576742,-0.20231272652472132,-0.08486083883840916,-6.805879122929537,0.570512007622464,-2.974471145133583
2009-10-01,-0.07984195868197122,-0.2939260667841574,-0.9864643939758003,-0.6752011671040358,-0.1695667334489556,-0.44063790653081253,-0.07554689967128365,-0.07155863565017587,-0.8780275518333563,0.16331203818063292,-1.3362963659729077,-0.36205935520825044,-0.6124763133255864,-2.3546734182340447,-4.492773125599817,-3.154713424740832,-0.04722045196614611,-0.1600262364074158,-0.7493064590195648,-1.22633143284782,-0.04940329294264644,-0.10593644352048771,-0.6351375707415795,-0.2231801084853142,-6.950505848213428,-2.923853204989566,-0.5572913663669176,-0.23465765483712053,-0.7011782433595962,-0.4080181999980201,-1.871992963030834,-1.928381991893012,-0.24781239762782195,-0.15835946742918403,-0.16217292523840335,-0.054296938103331874,-7.474512230012276,0.9006173304217594,-2.7638269685821504
2009-11-01,0.1344995258037442,-0.03755116152740095,-0.6953658770686987,-0.1342888086046741,0.3333032547121444,-0.41882407210233535,-0.06295963195776219,-0.1378643818410191,-0.6412360076452738,-0.15821979493182098,-1.1937017878926859,-0.1863311534865501,-0.29985431895424836,-1.459242261144805,-3.070628828352954,-2.6647954133751632,-0.4953349487349998,-0.6842204913150326,-0.45738842148837544,-1.293346038368954,-0.013096851503314322,-0.11092200226513643,-0.6199349238723145,-0.1637144152570446,-4.438477930155811,-1.9282901772185397,-0.8829555708369327,0.12512654907252094,-0.8913423261680007,0.2847377552694555,-0.8631106977453913,-1.3714493750062096,-0.23686226993128698,-0.03990385299347968,-0.11443170707570499,-0.0050820913742500515,-5.83001235670767,0.35988985653946304,-1.244069685903507
