date,Government,Utilities,Wholesale trade,Retail trade,Transportation and warehousing,Private goods-producing industries [1],Private services-producing industries [2],"Finance, insurance, real estate, rental, and leasing","Educational services, health care, and social assistance",Construction,Manufacturing,Information,Professional and business services,Federal,State and local,TTU,FIRE,Oth_Serv,GoodsTTU,Accommodation,Accommodation and food services,Administrative and support services,Administrative and waste management services,"Agriculture, forestry, fishing, and hunting",Air transportation,Ambulatory health care services,"Amusements, gambling, and recreation industries",Apparel and leather and allied products,"Arts, entertainment, and recreation","Arts, entertainment, recreation, accommodation, and food services",Broadcasting and telecommunications,Chemical products,Computer and electronic products,Computer systems design and related services,"Data processing, internet publishing, and other information services",Durable goods,Educational services,"Electrical equipment, appliances, and components",Fabricated metal products,Farms,"Federal Reserve banks, credit intermediation, and related activities",Finance and insurance,Food and beverage and tobacco products,Food and beverage stores,Food services and drinking places,"Forestry, fishing, and related activities","Funds, trusts, and other financial vehicles",Furniture and related products,General government,General merchandise stores,Government enterprises,Gross domestic product,Health care and social assistance,Hospitals,Housing,Insurance carriers and related activities,Legal services,Machinery,Management of companies and enterprises,Mining,"Mining, except oil and gas",Miscellaneous manufacturing,"Miscellaneous professional, scientific, and technical services",Motion picture and sound recording industries,Motor vehicle and parts dealers,"Motor vehicles, bodies and trailers, and parts",National defense,Nondefense,Nondurable goods,Nonmetallic mineral products,Nursing and residential care facilities,Oil and gas extraction,Other real estate,Other retail,"Other services, except government",Other transportation and support activities,Other transportation equipment,Paper products,"Performing arts, spectator sports, museums, and related activities",Petroleum and coal products,Pipeline transportation,Plastics and rubber products,Primary metals,Printing and related support activities,Private industries,"Professional, scientific, and technical services","Publishing industries, except internet (includes software)",Rail transportation,Real estate,Real estate and rental and leasing,Rental and leasing services and lessors of intangible assets,"Securities, commodity contracts, and investments",Social assistance,Support activities for mining,Textile mills and textile product mills,Transit and ground passenger transportation,Truck transportation,Warehousing and storage,Waste management and remediation services,Water transportation,Wood products
2008-04-01,0.38,0.56,-0.12,-0.1,0.05,0.31,1.66,-0.78,0.59,-0.14,1.18,0.62,0.85,0.11,0.27,0.39,-0.16,1.43,0.7,-0.01,0.01,0.04,0.05,-0.22,-0.04,0.3,-0.01,0.01,0.04,0.05,0.33,0.44,0.23,0.12,0.21,0.42,0.09,0.11,0.16,-0.21,0.47,-1.19,0.18,-0.05,0.02,-0.02,-0.05,0,0.16,-0.05,0.17,2.4,0.5,0.15,0.57,-0.47,0.24,0.17,0.03,-0.5,-0.11,0.09,0.41,0.12,-0.05,-0.04,0.11,0.04,0.76,0.03,0.02,-0.47,-0.41,0.05,-0.07,0.01,0.03,0.05,0.05,0.08,-0.07,0,-0.34,-0.01,1.97,0.77,-0.04,0.05,0.16,0.4,0.24,-1.13,0.02,0.08,0,0.04,0.04,0.06,0.01,-0.02,-0.03
2008-07-01,0.27,-0.03,-0.29,-0.18,-0.14,-1.05,-1.32,-1.81,0.63,-0.16,-1.18,0.04,0.54,0.17,0.1,-0.64,-1.77,1.09,-1.69,-0.06,-0.07,0,0.01,-0.16,-0.04,0.31,-0.02,-0.01,0.02,-0.05,-0.08,-0.46,0.15,0.08,0.15,-0.11,0.13,0.05,-0.04,-0.09,-0.28,-1.64,0.05,-0.01,-0.01,-0.07,-0.08,-0.02,0.2,0.16,-0.03,-2.1,0.5,0.14,0.12,-0.04,-0.03,0.06,0.03,0.45,0,0.11,0.45,0.02,-0.13,-0.25,0.13,0.07,-1.07,0.01,0.02,0.44,-0.41,-0.2,-0.02,-0.06,0,0,0.04,-0.64,-0.02,-0.01,-0.18,0,-2.37,0.5,-0.06,-0.01,-0.3,-0.16,0.13,-1.24,0.03,0,0,-0.04,0.07,-0.01,0.01,-0.04,0
2008-10-01,-0.31,-1.05,-0.98,-0.51,-0.29,-1.22,-6.91,-2.67,0.49,-0.93,-3.01,-1.04,-0.52,0.1,-0.41,-2.83,-3.71,-0.37,-4.05,-0.1,-0.31,-0.28,-0.29,0.41,-0.26,0.2,-0.01,-0.01,0.05,-0.26,-0.73,-1.26,-0.07,0.04,0,-1.75,0.08,-0.11,-0.47,0.37,0.15,-2.58,0.14,0.01,-0.21,0.04,-0.1,-0.07,0.23,-0.07,-0.45,-8.5,0.41,0.18,-0.09,0.11,-0.24,-0.31,-0.11,2.31,0.01,0.01,0.08,-0.04,-0.21,-0.55,0.14,0.08,-1.26,-0.12,0.02,2.37,-0.19,-0.24,-0.06,0.05,-0.14,-0.11,0.06,0.19,0.03,-0.13,0.11,-0.02,-8.14,-0.12,-0.27,-0.09,-0.28,-0.09,0.19,-2.74,0.01,-0.08,-0.05,0.03,-0.14,0.04,-0.01,0.04,-0.03
2009-01-01,-0.06,-0.31,-1.68,-0.09,-0.73,-3.87,-0.5,5.78,0.17,-1.41,-2.76,-0.31,-2.53,0.12,-0.18,-2.81,5.47,-3.16,-6.68,-0.21,-0.42,-0.6,-0.64,0.24,-0.15,-0.13,-0.05,-0.04,-0.1,-0.52,-0.33,0.58,-0.12,0.04,-0.03,-2.47,0.21,-0.16,-0.63,0.23,2.24,6.39,0.17,-0.11,-0.21,0.01,-0.06,-0.12,0.21,0.43,-0.28,-4.5,-0.04,0.13,-0.55,-0.09,-0.28,-0.49,-0.67,0.06,-0.06,-0.06,-0.97,0.14,-0.26,-0.71,0.14,0.06,-0.28,-0.15,-0.02,0.26,0.24,-0.16,-0.27,-0.18,-0.03,0.03,-0.05,-0.82,-0.01,-0.03,0.06,-0.1,-4.37,-1.22,-0.09,-0.06,-0.31,-0.62,-0.31,4.29,-0.01,-0.15,-0.08,-0.07,-0.28,-0.04,-0.04,0.06,-0.05
2009-04-01,0.2,0.07,-0.92,-0.03,0.18,-1,0.08,1.92,0.14,-0.25,0.06,0.01,-0.99,0.21,-0.02,-0.7,1.93,-1.15,-1.7,-0.11,-0.16,-0.24,-0.26,0.01,0.35,0.04,-0.04,0,-0.02,-0.18,0.22,0.1,0.02,0.08,-0.09,-0.69,0,-0.06,-0.17,0.01,0.32,2.76,0.05,-0.01,-0.06,0,0,-0.04,0.25,0.05,-0.04,-0.7,0.14,0.1,-0.31,0.36,-0.32,-0.26,0.07,-0.82,-0.2,0,-0.57,0.04,-0.06,-0.2,0.14,0.11,0.74,-0.04,0.02,-0.47,-0.01,0,-0.13,-0.11,0.04,0.11,0.03,0.43,-0.06,0.09,0.01,-0.04,-0.93,-0.81,-0.15,-0.03,-0.33,-0.84,-0.52,2.09,-0.01,-0.15,-0.01,0.03,0.01,-0.02,-0.02,0.01,0.03
2009-07-01,0.04,0.19,-0.04,-0.3,-0.01,0.94,0.41,0.56,0.01,0.26,0.7,0.11,0.01,0.1,-0.06,-0.16,0.67,-0.1,0.78,-0.03,-0.01,-0.07,-0.06,0.35,0.06,0.06,0.02,0,0.01,0,0.07,0.36,0.13,0.12,0.01,0.19,0.02,-0.01,0.12,0.3,-0.21,0.5,-0.21,0.13,0.02,0.06,0.03,0,0.13,-0.15,0.05,1.4,-0.01,-0.02,0.08,0.18,-0.19,-0.03,0.17,-0.37,0.06,0.04,-0.03,0.04,-0.28,0.06,0.12,0.01,0.51,0.03,-0.02,-0.38,0.21,0,-0.12,-0.05,-0.05,0.09,-0.01,0.18,-0.02,0.11,-0.08,-0.01,1.35,-0.09,0,0,0.29,0.05,-0.24,0.5,-0.03,-0.05,0,-0.06,0.07,-0.01,0.01,-0.01,-0.01
2009-10-01,0.24,0.41,0.91,0.74,0.23,0.83,3.28,-0.33,0.31,-0.55,1.91,0.83,0.15,0.08,0.16,2.29,0.5,0.49,3.12,0.07,0.07,0.2,0.24,-0.15,0.02,-0.01,0,0.01,0.01,0.08,0.29,0.12,0.25,0.14,0.13,0.95,0.05,0.01,0.13,-0.11,-0.56,-0.61,0.16,0.19,-0.01,-0.04,0.11,0.01,0.14,0.2,0.16,4.4,0.26,0.25,0.31,-0.08,-0.23,0.16,0.07,-0.38,0.01,0.04,-0.07,0.08,0.39,0.24,0.09,0.05,0.96,0.01,0.03,-0.42,0.02,-0.03,-0.05,0.05,0.12,0.02,0.01,0.59,0.04,0.04,-0.01,0,4.11,-0.16,0.33,0,0.34,0.28,-0.06,-0.08,0,0.03,0.01,0.09,0.03,0.02,0.03,-0.01,0
2010-01-01,0.24,0.49,-0.22,0.01,-0.05,-0.12,1.83,0.48,-0.15,-0.34,0.69,-0.02,1.15,0.19,0.05,0.23,0.46,1.14,0.11,0.01,0.18,0.27,0.46,-0.2,0.04,0.15,0.06,0,0.07,0.26,-0.12,0.23,0.14,0.16,0.11,0.78,0.06,0.02,0.02,-0.22,-0.85,-0.55,-0.04,-0.07,0.17,0.02,-0.06,0.01,0.18,-0.06,0.17,1.9,-0.21,-0.38,0.43,-0.14,-0.03,0.06,0.2,-0.27,0.02,0.03,0.37,0.22,0.08,0.58,0.09,0.09,-0.09,0.01,0,-0.37,0.47,0.06,-0.12,-0.04,-0.09,-0.05,0.02,-0.24,0.07,0,0.01,0,1.7,0.5,-0.23,0,0.9,1.03,0.13,0.5,0.02,0.08,-0.01,-0.04,0.01,-0.01,0.19,-0.06,0
2010-04-01,-0.04,-0.09,0.82,0.39,0.22,1.16,2.87,0.09,0.3,0.27,0.34,0.2,0.6,0.2,-0.23,1.34,0.29,1.24,2.5,0.14,0.21,0.14,0.16,0.17,0.08,0.09,0.06,0.01,0.06,0.27,-0.23,-0.3,0.16,0.13,0.16,1.31,0.06,0.05,0.2,0.15,-0.13,-1.03,-0.25,0.12,0.07,0.02,-0.01,0.03,0.24,0,-0.17,3.9,0.25,0.09,0.37,0.01,-0.11,0.28,0.1,0.37,0.09,0.03,0.33,-0.02,0.15,0.55,0.06,0.19,-0.97,0.03,0.04,0.19,0.67,0.12,0.07,0.04,0.04,-0.13,0,-0.31,0.01,-0.02,-0.03,0.02,4.03,0.34,0.3,-0.02,1.04,1.12,0.08,-0.9,0.02,0.09,0.01,0,0.09,0.03,0.02,-0.01,-0.03
2010-07-01,-0.23,0.13,0.8,-0.01,0.38,0.66,2.68,-0.73,0.27,-0.1,0.7,0.65,0.88,-0.08,-0.16,1.3,-0.08,1.46,1.96,0.13,0.19,0.15,0.16,-0.05,0.1,0.12,0.01,0.01,0.02,0.21,0.24,0.05,0.15,0.25,0.2,0.98,0.02,-0.02,0,-0.01,0.32,-1.06,0.1,-0.04,0.05,-0.04,-0.01,-0.01,-0.17,-0.23,0.01,3.1,0.25,0.09,0.04,0.05,0.03,0.09,0.1,0.11,0.01,-0.01,0.33,0.05,0.06,0.4,0.04,-0.09,-0.28,0,0.03,0.02,0.24,0.21,0.09,0.07,0.14,-0.1,0.01,-0.31,0.04,-0.04,0.2,0.01,3.34,0.62,0.17,0.02,0.28,0.33,0.05,-1.41,0,0.09,-0.01,0.02,0.06,0.06,0.01,0.01,0.04
2010-10-01,-0.07,0.09,-0.02,0.1,0.24,0.12,2.1,0.75,0.13,-0.1,0.23,-0.01,0.71,-0.06,-0.01,0.41,0.74,0.95,0.53,-0.03,0.03,0.2,0.19,-0.2,0.15,0.18,0.01,0,0.11,0.13,-0.09,0.05,0.28,0.14,0.15,0.62,0.03,0.02,0.05,-0.22,1.09,0.11,-0.1,-0.11,0.06,0.01,0.07,0,-0.04,-0.04,0.02,2.1,0.1,-0.03,0.05,0.05,0.02,0.11,0.18,0.19,0.02,-0.04,0.19,-0.01,0.07,0.2,0.03,-0.05,-0.39,-0.02,-0.03,0.11,0.59,0.18,-0.03,-0.01,-0.01,-0.03,0.1,-0.31,0.04,0,0.02,0,2.22,0.34,-0.06,0.02,0.64,0.64,0,-1.1,-0.02,0.06,-0.01,0.01,0,0.02,-0.01,0,0.02
2011-01-01,0.16,-0.21,-0.04,0.03,-0.24,-0.78,-0.34,0.04,0.05,-0.29,-0.22,-0.17,0.22,0.1,0.06,-0.46,-0.13,0.25,-1.24,0.05,0.12,0.18,0.02,0.04,-0.13,0.07,0,0,-0.05,0.08,-0.11,-0.28,-0.19,0.11,0.1,0.11,0.01,-0.03,0.08,0.2,0.14,0.72,0.02,-0.14,0.07,-0.15,0.02,0.01,0.14,0.25,0.12,-0.9,0.04,0.07,0.09,0.11,-0.01,0.17,0.1,-0.31,-0.05,-0.02,0,-0.18,-0.09,0.13,0.06,0.08,-0.34,0.02,-0.02,-0.33,-0.7,0,-0.09,-0.05,0.03,0.02,-0.05,-0.06,-0.04,-0.02,-0.08,0,-1.12,0.09,0.02,-0.02,-0.61,-0.67,-0.06,0.45,-0.08,0.07,-0.02,-0.03,0.02,0,-0.15,0,0
2011-04-01,0.02,0.48,-0.21,-0.06,0.12,0.3,2.37,0.58,0.32,0.22,0.45,0.16,0.73,-0.01,0.03,0.33,0.74,1.3,0.63,0.09,0.17,0.14,0.13,-0.39,0.02,0.16,0.01,0,0.07,0.25,0.01,0.04,0.05,0.25,0.08,0.28,0.02,-0.02,0.06,-0.43,-0.05,-0.41,0.15,0.05,0.08,0.04,0.02,0.01,0,-0.03,0.1,2.7,0.3,0.11,0.12,-0.04,0.11,0.11,0.04,0.03,0.04,0,0.21,0.06,0.01,-0.08,0.02,-0.02,0.17,0.02,0.01,-0.09,0.81,-0.08,0.01,-0.03,0.03,0.02,0.06,-0.06,0,0.04,0.08,-0.01,2.67,0.56,0.02,-0.01,0.93,0.99,0.06,-0.35,0.01,0.08,-0.01,0.04,0.09,0.02,-0.01,-0.01,0.03
2011-07-01,-0.28,-0.11,-0.05,-0.17,-0.15,-0.1,0.29,0.6,0.09,0.01,-0.39,-0.1,0.11,-0.06,-0.22,-0.48,0.5,0.27,-0.58,0.05,0.04,0.06,0.07,0.01,-0.12,0.12,-0.06,-0.01,0.06,0.11,-0.12,-0.33,0.02,0.06,0.05,0.15,-0.04,-0.01,-0.02,-0.03,0.18,0.8,-0.25,-0.1,-0.01,0.04,0,0,-0.23,0.04,0.01,-0.1,0.13,-0.02,-0.1,0,-0.04,0.02,-0.06,0.27,-0.09,-0.01,0.09,-0.03,0.01,-0.01,0.01,-0.02,-0.54,0.01,0.01,0.29,-0.04,-0.11,-0.03,-0.04,0.01,-0.01,0.12,0.09,-0.04,-0.03,0.12,0,0.2,0.11,0,0,-0.15,-0.19,-0.05,0.62,0.01,0.07,0,0,0,0,0.01,0.04,0.01
2011-10-01,-0.13,0.45,1.19,0.49,0.08,1.16,3.61,1.3,0.04,-0.01,0.46,0,0.21,0.05,-0.18,2.21,1.3,0.1,3.37,-0.06,-0.06,0.02,-0.01,0.27,-0.06,0.03,-0.02,0,-0.08,-0.14,0,-0.02,0.07,0.09,-0.02,0.6,-0.02,-0.03,0,0.25,0.21,0.48,-0.04,0.02,0.01,0.03,-0.02,-0.01,0.03,0.17,0.02,4.6,0.06,0,-0.06,0.04,0,0.07,0.03,0.44,-0.01,0,0.09,-0.01,0.15,0.24,0.03,0,-0.14,0.03,0.02,0.41,0.68,0.16,-0.01,0,0.04,0,-0.07,-0.09,0.04,0.01,0.2,-0.01,4.78,0.19,0.03,0.05,0.63,0.82,0.19,0.25,0,0.04,0,0.04,-0.01,-0.02,-0.02,0.03,-0.01
2012-01-01,-0.13,-0.39,-0.21,0.14,0.12,0.83,2.66,0.8,0.45,0.33,0.51,-0.07,1.31,0.02,-0.15,-0.34,0.73,2.27,0.49,0,0.2,0.3,0.32,-0.03,0.02,0.14,0.07,0,0.19,0.39,0.14,-0.11,0.08,0.21,-0.11,0.23,0.07,0.03,0.16,-0.01,0.56,1.33,-0.04,-0.13,0.21,-0.01,0.08,0,0.02,-0.31,0,3.4,0.38,0.09,-0.06,0.55,-0.04,0.04,0.36,0.02,-0.16,0,0.46,-0.07,0.19,0.01,-0.05,0.07,0.28,0,0,0.28,-0.47,0.38,0.11,-0.02,-0.06,-0.01,0.12,0.4,0.02,0.03,-0.03,-0.01,3.49,0.64,-0.03,-0.01,-0.53,-0.52,0.01,0.13,0.15,-0.1,0.02,0.02,0.03,0.08,0.03,-0.01,0.01
2012-04-01,-0.23,0.2,0.61,-0.44,-0.03,0,1.99,1.02,-0.06,-0.05,-0.17,0.26,0.42,-0.06,-0.17,0.34,1.28,0.37,0.34,0.05,-0.05,-0.01,-0.02,-0.1,-0.09,-0.07,0,0,0.02,-0.03,0.18,-0.05,0.02,0.38,-0.14,0.17,0.02,0.05,-0.04,-0.06,0.11,0.7,0.08,-0.03,-0.1,-0.04,0.07,0,-0.09,-0.34,-0.08,1.8,-0.08,0.04,-0.08,-0.14,-0.11,-0.04,0.03,0.32,-0.06,0.05,0.14,-0.04,-0.01,0.13,-0.05,0.02,-0.34,0.02,-0.01,0.41,0.26,-0.05,0.03,-0.02,-0.07,0.02,0.02,-0.42,0.08,0,0.06,0.01,1.99,0.41,0.26,0.01,0.19,0.32,0.13,0.66,-0.03,-0.04,0.01,0,-0.01,0.03,-0.02,-0.04,0
2012-07-01,0.03,0,0.09,0.58,0.01,-1.13,1.68,0.93,0.05,-0.05,-0.76,-0.24,0.22,-0.03,0.06,0.68,0.69,0.31,-0.45,0.03,-0.01,0.06,0.04,-0.22,0.09,0.01,0,0,0,0,-0.06,-0.01,0.03,0.25,-0.02,-0.15,-0.04,0,-0.04,-0.21,0.35,0.5,0.11,0.06,-0.04,-0.01,0.03,0,-0.04,-0.04,0.1,0.6,0.09,0.06,0.02,0.03,-0.14,-0.09,0.15,-0.11,-0.06,-0.03,-0.08,-0.01,0.09,-0.1,-0.05,0.01,-0.61,0.01,0,0.02,0.44,0.48,0.04,-0.02,-0.04,0,0,-0.72,-0.05,0.01,0.1,0.01,0.55,0.03,-0.14,0.01,0.46,0.43,-0.03,0.09,0.01,-0.06,0,0,-0.04,0.02,-0.01,-0.01,0
2012-10-01,0.01,-0.1,-0.13,-0.02,0.01,0.08,0.39,-0.52,0.28,0.29,-0.27,-0.08,0.7,-0.05,0.06,-0.24,-0.6,1.23,-0.16,0.04,0.17,0.04,0.04,-0.07,-0.01,0.3,0.03,0,0.07,0.25,-0.27,-0.01,0.02,0.15,0.14,0.12,-0.06,0.04,0.01,-0.06,-0.44,-0.32,-0.27,-0.02,0.13,-0.01,-0.05,0,-0.04,0.03,0.1,0.5,0.34,0,-0.06,-0.2,0.08,-0.07,0.4,0.12,-0.01,-0.03,0.03,0.08,0.04,0.07,-0.06,0.02,-0.39,0.01,0.03,0.11,-0.11,-0.07,0.02,-0.05,-0.01,-0.01,0.04,-0.15,0.04,0.02,0.08,0.01,0.47,0.26,-0.04,-0.02,-0.18,-0.2,-0.02,0.37,0,0.02,0.01,-0.02,0,0.02,0,0.06,0.01
2013-01-01,0.01,0.19,0.39,0.74,0.25,2.31,1.66,-1.49,0.22,0.18,1.76,1.58,-0.4,-0.07,0.09,1.57,0.09,-2.22045e-16,3.88,0.08,0.23,-0.01,-0.01,0.41,0.05,0.15,0.02,0.01,-0.02,0.21,0.95,0.29,0.13,-0.12,0.32,0.48,-0.05,0.08,0.03,0.4,-0.63,-2.16,0.27,-0.01,0.14,0.01,0.02,0.02,0.03,0.06,0.06,4,0.27,0.03,0.14,-0.64,-0.11,0.09,-0.27,-0.03,0,0.01,0.11,-0.01,0.29,0.07,-0.02,-0.01,1.28,0.03,0.02,-0.16,0.36,0.4,-0.02,0.06,0.1,0.05,-0.03,0.61,-0.01,0.03,-0.09,0.02,3.97,-0.12,0.31,0,0.5,0.67,0.17,-0.91,0.07,0.13,0.01,0.02,0.06,0.01,0,0.05,0
2013-04-01,-0.04,-0.12,-0.04,-0.13,-0.07,0.87,0.24,0.26,0.06,0.03,0.22,0.24,0.14,-0.12,0.09,-0.36,0.5,0.1,0.51,-0.01,-0.08,0.1,0.09,0.59,-0.02,0.08,-0.01,0,0,-0.08,0.16,-0.15,-0.08,-0.09,0.13,-0.15,0,-0.01,-0.04,0.61,-0.01,0.1,0.22,0.07,-0.07,-0.02,0.05,0.01,0.02,0.01,0.07,1.1,0.06,-0.01,0.04,-0.03,-0.01,-0.04,0.21,0.04,-0.04,-0.07,-0.06,0.06,0.07,0.06,-0.03,-0.03,0.37,0,0,0,0.23,-0.28,-0.03,-0.01,0.02,0,0.01,0.36,-0.01,-0.05,0.01,0,1.11,-0.16,-0.11,-0.02,0.26,0.15,-0.11,0.1,-0.01,0.08,0,-0.01,-0.01,0.01,0,0.01,0
2013-07-01,-0.21,-0.04,0.45,0.06,0.15,1.07,2.6,0.77,0.09,0.26,0.58,0.39,0.66,-0.18,-0.03,0.62,1.16,0.82,1.69,0.02,0.04,0.14,0.14,0.12,0.01,0.04,0.01,0,0,0.04,0.21,0,0.02,0.05,0.25,0.24,0.01,0.01,0.01,0.1,-0.24,-0.1,-0.02,-0.09,0.02,0.02,-0.01,0.01,0,0.05,-0.02,3.5,0.09,-0.01,0.21,0.23,0.04,0.01,0.21,0.11,0.09,0.03,0.21,0.05,0.06,0.05,-0.15,-0.01,0.35,0.02,0.02,-0.03,0.57,0.04,0.04,0.04,0.04,-0.01,-0.01,0.39,-0.02,-0.01,0,0,3.67,0.31,-0.12,0.04,0.78,0.87,0.09,-0.08,0.03,0.05,0.01,0.01,0.07,-0.01,0,0.01,0.03
2013-10-01,-0.19,-0.1,0.35,0.29,0.29,0.29,3.44,0.95,0.18,-0.02,0.13,0.6,0.57,-0.21,0.02,0.83,1.55,1.06,1.12,0.06,0.11,0.09,0.1,-0.09,0.15,0.14,0,0,0.11,0.22,0.24,0.34,-0.01,0.14,0.47,0.11,0.05,-0.01,0.04,-0.13,0.33,0.77,-0.03,0.09,0.05,0.04,0.06,0.01,0.02,0.02,0,3.5,0.13,-0.04,0.02,0.74,0.04,0.05,0.13,0.27,-0.03,0,0.16,-0.05,0.1,0,-0.01,-0.18,0.02,-0.01,0.02,0.3,0.12,0.08,0.09,0,0.04,-0.01,0.11,-0.26,-0.01,-0.02,0,0,3.74,0.34,-0.05,0.03,0.14,0.18,0.03,-0.36,0,0,0.01,0.01,0.06,0.04,0,0.01,-0.01
2014-01-01,0.36,-0.29,-0.29,0.04,0.01,-1.08,-0.71,-0.07,-0.09,0.07,-0.73,-0.52,0.35,0.17,0.2,-0.53,-0.59,0.41,-1.61,-0.04,0.07,0.08,0.09,-0.18,-0.01,-0.04,0.02,0,0.05,0.12,-0.47,-0.14,0.08,0.1,-0.28,-0.36,-0.07,-0.11,-0.04,-0.23,-0.1,0.15,0.1,0.02,0.1,0.05,0.1,0,0.21,-0.03,0.22,-1.4,-0.02,0.02,0,0.61,-0.21,-0.13,0.25,-0.24,-0.03,0.02,0.12,0,-0.04,-0.03,0.02,0.2,-0.37,-0.02,0.01,-0.23,-0.06,0.09,0.03,-0.02,-0.07,0.02,0.03,-0.34,0,-0.01,-0.01,0,-1.79,0.01,0.23,-0.02,-0.06,-0.22,-0.16,-0.46,-0.01,0.03,0,0.01,0.07,0.01,0.01,-0.03,-0.06
2014-04-01,-0.01,0.16,0.59,0.24,0.13,1.73,3.58,1.01,0.24,0.26,1,0.29,0.49,0.01,-0.03,1.12,1.3,1.16,2.85,0.02,0.2,0.17,0.2,0.04,-0.02,0.1,0.01,-0.01,0.04,0.24,0.07,-0.03,0.05,0.06,0.1,0.42,0.03,-0.01,0.03,0.01,0.43,0.83,0,-0.13,0.18,0.03,0.01,0.01,0.07,-0.02,0.06,5.3,0.21,0.06,-0.1,0.91,0.08,0.09,-0.11,0.44,0,0.01,0.26,0.01,0.24,0.14,-0.04,0,0.58,0.02,0.02,0.34,0.15,0.15,0.18,0.02,0.01,0,0.03,0.59,0.05,0,0.05,0.01,5.31,0.4,0.12,0.03,0.04,0.18,0.14,-0.52,0.03,0.1,0.01,0.03,0.03,0,0.03,-0.01,0
2014-07-01,-0.08,0.25,0.78,0.4,0.32,0.91,4.17,0.34,0.44,0.03,0.49,0.19,1.03,0,-0.08,1.75,0.53,1.89,2.66,0.08,0.23,0.08,0.08,-0.01,0.01,0.22,0.04,0,0.03,0.26,0.04,-0.12,0.19,0.18,0.14,0.54,0.04,0.03,0.07,-0.07,-0.13,0.06,0.02,0.07,0.15,0.06,-0.01,0.01,0,0.17,0.05,5,0.4,0.13,-0.05,0.47,0.19,0.03,0.11,0.4,-0.04,0.01,0.47,0.02,0.11,0.11,-0.07,0.01,-0.06,0.01,0.01,0.47,0.16,0.05,0.17,0.03,0.11,0.02,0,-0.03,0.09,0.06,-0.01,0,5.09,0.84,-0.01,0.03,0.11,0.28,0.17,-0.28,0.04,-0.02,0,0.04,0.11,0,0.01,0,-0.03
2014-10-01,-0.02,-0.06,0.01,-0.03,0.01,0.77,1.23,0.36,0.29,0.26,-0.02,0.26,0.29,-0.02,0.01,-0.07,0.62,0.68,0.7,0.02,0.08,0.07,0.06,0.06,-0.03,0.09,0.01,0,-0.02,0.06,0.28,-0.12,0.07,0.06,0.03,-0.09,-0.01,0.03,0,0.02,-0.01,0.51,0.11,-0.02,0.06,0.04,-0.06,0.01,0.07,-0.15,0.03,2,0.3,0.16,-0.1,0.35,-0.1,-0.13,0.09,0.46,-0.07,-0.03,0.17,0,0.06,-0.04,-0.06,0,0.07,0,0.02,0.69,-0.19,0.08,0.03,0.01,0.03,0,-0.03,0.06,0.01,0.04,-0.04,-0.01,2,0.14,-0.06,0.01,-0.28,-0.15,0.13,0.24,0.02,-0.15,-0.01,-0.02,0.05,0,-0.01,-0.01,0
2015-01-01,-0.1,-0.37,0.29,0.49,-0.14,1.06,2.63,0.51,0.5,0.19,0.44,0.77,0.47,0.05,-0.15,0.27,1.28,1.08,1.33,0.13,0.19,0.03,0.03,0.24,-0.08,0.35,-0.01,0,-0.08,0.11,0.44,0.03,0.13,0.14,0.09,0.03,0,0.09,-0.07,0.23,0.2,0.66,0.06,0.01,0.06,0.01,-0.02,0.01,0.08,0.03,0.03,3.6,0.5,0.14,-0.07,0.54,0.05,-0.12,0.15,0.19,-0.04,-0.06,0.08,0.1,0.09,-0.1,-0.04,0.06,0.41,0,0.01,0.62,-0.1,0.35,0.01,0.05,0.05,0.01,-0.07,0.29,0.05,0.03,0.07,-0.01,3.69,0.28,0.15,-0.01,-0.17,-0.14,0.03,-0.06,0,-0.39,0,0,-0.1,0,0,-0.05,0.03
2015-04-01,0.08,0.28,0.26,0.52,0.29,-0.5,2.97,0.49,0.2,0.33,-0.19,0.51,0.28,0.04,0.04,1.35,1,0.62,0.85,0.07,0.16,-0.05,-0.03,0.06,0.13,0.15,-0.01,0,-0.03,0.13,0.28,-0.2,0.06,0.18,0.15,-0.12,-0.02,0.05,-0.1,0.04,0.21,0.69,0.09,-0.03,0.09,0.02,-0.01,0,0.08,0.09,0.06,2.5,0.21,0.05,-0.01,0.57,0.01,-0.19,0.05,-0.71,-0.08,-0.04,0.07,0.02,0.13,0.04,-0.04,0.02,-0.07,-0.02,0.01,-0.47,-0.22,0.33,0.03,0.04,-0.02,0,-0.02,-0.02,0.04,0.06,0.08,0,2.47,0.26,0.06,0.03,-0.23,-0.2,0.03,-0.08,0.01,-0.16,-0.01,-0.01,0.05,0.01,0.02,0,0.01
2015-07-01,0.06,0.1,0.02,0.46,0.24,0.44,1.16,-1.01,0.28,0.13,0.02,0.58,0.41,0.01,0.06,0.82,-0.43,0.77,1.26,0.04,0.12,0.07,0.05,0.15,0.12,0.17,0.02,0.01,0.02,0.13,0.43,0.11,0,0.09,0.11,0.04,0.01,0,-0.06,0.09,-0.68,-1.14,0.05,0.02,0.08,0.06,-0.1,0.01,0.09,0.28,0.01,1.6,0.26,0.08,0.03,-0.43,0.07,-0.09,0.04,0.14,-0.01,0.02,0.15,0.05,0.25,0.03,-0.02,0.01,-0.02,0.03,0.01,0.32,0.01,-0.09,-0.05,0.03,0.05,0.01,-0.01,-0.24,0.02,0.04,0.03,0.01,1.6,0.32,0,0,0.04,0.13,0.09,0.06,0,-0.17,0,-0.03,0.08,0.04,-0.01,-0.01,0.03
